86,2,2022-06-16,32,1,17.0,14.0,0.0,1430,177
87,0,2022-06-16,39,2,25.0,12.0,0.0,1991,452
87,1,2022-06-16,17,1,10.0,6.0,0.0,950,264
87,2,2022-06-16,22,1,15.0,6.0,0.0,1032,187
88,0,2022-06-16,77,3,40.0,34.0,0.0,5024,1070
88,1,2022-06-16,33,1,21.0,11.0,0.0,2341,579
88,2,2022-06-16,44,2,19.0,23.0,0.0,2650,486
89,0,2022-06-16,114,7,65.0,42.0,0.0,4117,870
89,1,2022-06-16,47,3,33.0,11.0,0.0,1959,482
89,2,2022-06-16,64,4,31.0,29.0,0.0,2118,382
90,0,2022-06-16,17,0,17.0,0.0,0.0,3725,847
90,1,2022-06-16,7,0,7.0,0.0,0.0,1828,491
90,2,2022-06-16,9,0,9.0,0.0,0.0,1896,356
91,0,2022-06-16,200,17,100.0,71.0,12.0,14760,2472
91,1,2022-06-16,90,10,52.0,25.0,3.0,7040,1362
91,2,2022-06-16,99,7,47.0,36.0,9.0,7115,1050
92,0,2022-06-16,822,66,445.0,272.0,39.0,21363,3412
92,1,2022-06-16,366,38,212.0,106.0,10.0,10845,1969
92,2,2022-06-16,417,25,221.0,148.0,23.0,10328,1420
93,0,2022-06-16,726,31,265.0,408.0,22.0,18791,3053
93,1,2022-06-16,333,19,106.0,196.0,12.0,9609,1779
93,2,2022-06-16,377,12,148.0,208.0,9.0,8915,1238
94,0,2022-06-16,512,35,290.0,169.0,18.0,20353,3719
94,1,2022-06-16,220,19,135.0,55.0,11.0,10060,2089
94,2,2022-06-16,273,16,147.0,104.0,6.0,10070,1592
95,0,2022-06-16,308,5,163.0,128.0,12.0,13720,2606
95,1,2022-06-16,137,4,90.0,37.0,6.0,6966,1543
95,2,2022-06-16,163,0,71.0,86.0,6.0,6636,1045
971,0,2022-06-16,57,11,32.0,13.0,1.0,4623,1049
971,1,2022-06-16,36,7,20.0,8.0,1.0,2348,574
971,2,2022-06-16,21,4,12.0,5.0,0.0,2245,471
972,0,2022-06-16,85,7,75.0,3.0,0.0,4016,961
972,1,2022-06-16,47,3,41.0,3.0,0.0,1937,520
972,2,2022-06-16,33,4,29.0,0.0,0.0,2056,435
973,0,2022-06-16,20,4,13.0,0.0,3.0,5685,393
973,1,2022-06-16,6,0,5.0,0.0,1.0,2195,230
973,2,2022-06-16,14,4,8.0,0.0,2.0,3468,161
974,0,2022-06-16,197,11,117.0,68.0,1.0,6942,822
974,1,2022-06-16,104,8,63.0,32.0,1.0,3258,450
974,2,2022-06-16,91,3,53.0,35.0,0.0,3641,368
976,0,2022-06-16,7,0,7.0,0.0,0.0,1654,162
976,1,2022-06-16,5,0,5.0,0.0,0.0,687,99
976,2,2022-06-16,2,0,2.0,0.0,0.0,942,61
978,0,2022-06-16,0,0,0.0,0.0,0.0,0,0
978,1,2022-06-16,0,0,0.0,0.0,0.0,0,0
01,0,2022-06-17,132,2,39.0,87.0,4.0,4118,782
01,1,2022-06-17,64,1,19.0,41.0,3.0,2018,455
01,2,2022-06-17,66,1,19.0,45.0,1.0,2071,324
02,0,2022-06-17,89,7,40.0,38.0,4.0,6646,1448
02,1,2022-06-17,39,4,16.0,18.0,1.0,3173,783
02,2,2022-06-17,50,3,24.0,20.0,3.0,3437,654
03,0,2022-06-17,47,0,17.0,29.0,1.0,4181,822
03,1,2022-06-17,22,0,8.0,13.0,1.0,2011,471
03,2,2022-06-17,24,0,8.0,16.0,0.0,2133,340
